,task_id,task_description,priority,deadline,assigned_to,status,created_at,estimated_hours,actual_hours,task_type
228,TASK_87518,Client report must be submitted by evening.,High,2025-06-30,user_87,Blocked,2025-05-23,5.63,4.85,Other
229,TASK_74375,Schedule meeting with stakeholders next week.,Medium,2025-08-15,user_73,In Progress,2025-06-01,14.17,15.71,Meeting
230,TASK_54011,Improve UI consistency across all pages.,Low,2025-07-18,user_90,In Progress,2025-06-03,13.39,15.57,Development
231,TASK_17317,Immediate action required: Payment system down.,Critical,2025-08-16,user_64,Done,2025-06-01,7.58,8.29,Development
232,TASK_12655,Clean up old branches from repository.,Low,2025-08-01,user_41,Blocked,2025-05-29,6.03,9.73,Other
233,TASK_90789,Coordinate with design team on layout feedback.,Medium,2025-08-10,user_3,To Do,2025-05-29,9.83,10.3,Development
234,TASK_76333,Improve UI consistency across all pages.,Low,2025-07-17,user_53,Done,2025-06-14,15.96,14.7,Development
235,TASK_54442,Complete documentation for current sprint.,Medium,2025-07-22,user_28,To Do,2025-05-31,8.71,8.66,Documentation
236,TASK_68287,Prepare for upcoming product launch this week.,High,2025-07-04,user_52,Blocked,2025-06-08,15.55,15.4,Other
237,TASK_19799,Improve UI consistency across all pages.,Low,2025-06-29,user_43,In Progress,2025-06-17,2.67,1.67,Development
238,TASK_47526,Code review required urgently for merge.,High,2025-08-12,user_86,In Progress,2025-06-06,9.76,10.53,Meeting
239,TASK_47147,URGENT: System failure requires immediate attention.,Critical,2025-07-09,user_93,To Do,2025-05-26,11.51,11.59,Debugging
240,TASK_81491,Refactor legacy module as per guidelines.,,2025-06-24,,In Progress,2025-05-28,5.67,4.76,Development
241,TASK_69243,Immediate action required: Payment system down.,Critical,2025-07-27,user_25,To Do,2025-06-10,6.71,7.76,Development
242,TASK_84190,Clean up old branches from repository.,Low,2025-08-09,user_25,In Progress,2025-06-05,4.11,6.43,Other
243,TASK_42018,High priority task: Resolve server outage now.,Critical,2025-08-04,user_95,In Progress,2025-06-10,7.46,8.32,Support
244,TASK_14721,High priority task: Resolve server outage now.,Critical,2025-06-30,user_28,Blocked,2025-05-24,14.75,12.98,Support
245,TASK_24731,Client report must be submitted by evening.,High,2025-06-26,user_81,Blocked,2025-06-09,15.42,13.65,Other
246,TASK_15215,Database optimization needed before backup.,High,2025-07-03,,Blocked,2025-06-16,2.95,3.63,Other
247,TASK_22536,Update user avatars with new icons.,Low,2025-07-07,user_62,Blocked,2025-06-18,12.0,13.87,Other
248,TASK_27426,Improve UI consistency across all pages.,Low,2025-06-27,user_19,In Progress,2025-05-27,13.4,15.82,Development
249,TASK_81446,Schedule meeting with stakeholders next week.,Medium,2025-08-06,user_47,Blocked,2025-06-14,9.68,11.22,Meeting
250,TASK_46476,Task needs completion before end of the day.,High,2025-07-28,user_76,Done,2025-06-06,10.52,12.33,Other
251,TASK_55358,Immediate action required: Payment system down.,Critical,2025-06-30,user_75,To Do,2025-06-03,13.07,15.92,Development
252,TASK_32691,Clean up old branches from repository.,Low,2025-08-08,user_20,In Progress,2025-06-18,10.44,10.29,Other
253,TASK_50187,Complete documentation for current sprint.,Medium,2025-06-29,user_72,In Progress,2025-06-11,15.04,16.25,Documentation
254,TASK_41201,Update user avatars with new icons.,Low,2025-06-21,user_55,In Progress,2025-05-20,12.94,15.79,Other
255,TASK_29256,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-08-01,user_100,To Do,2025-06-17,15.95,17.22,Debugging
256,TASK_15407,Immediate action required: Payment system down.,Critical,2025-06-27,user_55,In Progress,2025-06-04,10.02,12.06,Development
257,TASK_48815,Schedule meeting with stakeholders next week.,Medium,2025-07-01,user_30,In Progress,2025-06-03,12.39,13.31,Meeting
258,TASK_60260,URGENT: System failure requires immediate attention.,Critical,2025-06-24,user_38,Blocked,2025-06-17,3.84,3.16,Debugging
259,TASK_85759,URGENT: System failure requires immediate attention.,Critical,2025-07-21,user_62,To Do,2025-05-31,14.03,16.25,Debugging
260,TASK_21435,Complete documentation for current sprint.,Medium,2025-06-24,user_87,Blocked,2025-05-28,6.21,8.05,Documentation
261,TASK_33195,Critical bug in production impacting all users.,Critical,2025-07-16,user_32,To Do,2025-05-22,9.17,11.55,Debugging
262,TASK_47479,Schedule meeting with stakeholders next week.,Medium,2025-06-23,user_43,In Progress,2025-06-08,11.79,12.26,Meeting
263,TASK_19508,Schedule meeting with stakeholders next week.,Medium,2025-07-30,user_75,Done,2025-05-20,6.0,5.61,Meeting
264,TASK_55161,Refactor legacy module as per guidelines.,Medium,2025-07-21,user_69,To Do,2025-06-17,5.36,4.84,Development
265,TASK_78307,Refactor legacy module as per guidelines.,Medium,2025-08-16,user_81,To Do,2025-06-09,7.5,9.72,Development
266,TASK_61079,Code review required urgently for merge.,High,2025-06-25,user_33,Done,2025-05-21,15.91,18.0,Meeting
267,TASK_56224,High priority task: Resolve server outage now.,Critical,2025-07-10,user_95,Blocked,2025-05-30,15.54,14.84,Support
268,TASK_59437,Database optimization needed before backup.,High,2025-07-20,user_71,Done,2025-06-01,4.82,5.3,Other
269,TASK_68528,Complete documentation for current sprint.,Medium,2025-08-01,user_67,To Do,2025-06-03,8.27,10.85,Documentation
270,TASK_27911,URGENT: System failure requires immediate attention.,,2025-07-17,user_29,Done,2025-05-22,13.65,15.7,Debugging
271,TASK_77694,Task needs completion before end of the day.,High,2025-08-14,user_17,To Do,2025-06-01,5.19,3.5,Other
272,TASK_74616,Client report must be submitted by evening.,High,2025-07-05,user_53,Blocked,2025-06-02,13.22,15.87,Other
273,TASK_14934,Update user avatars with new icons.,Low,2025-07-08,user_96,Done,2025-06-15,4.18,4.59,Other
274,TASK_52311,Enhance logging for future debugging.,Low,2025-06-23,user_65,To Do,2025-06-04,2.8,1.23,Debugging
275,TASK_57649,Complete documentation for current sprint.,Medium,2025-07-28,user_1,In Progress,2025-06-04,5.47,7.66,Documentation
276,TASK_97291,Clean up old branches from repository.,Low,2025-08-16,user_62,To Do,2025-06-13,5.01,5.19,Other
277,TASK_96178,Code review required urgently for merge.,,2025-07-04,user_41,Done,2025-06-05,8.01,10.19,Meeting
278,TASK_67884,Clean up old branches from repository.,Low,2025-06-23,user_89,In Progress,2025-06-15,8.24,11.45,Other
279,TASK_49445,Conduct mid-cycle review of project progress.,Medium,2025-08-08,user_9,To Do,2025-06-12,15.9,16.45,Meeting
280,TASK_50381,High priority task: Resolve server outage now.,Critical,2025-06-20,user_78,To Do,2025-06-18,13.44,12.51,Support
281,TASK_68265,Conduct mid-cycle review of project progress.,Medium,2025-06-19,user_11,In Progress,2025-05-21,12.28,15.18,Meeting
282,TASK_32706,Emergency: Security breach needs to be fixed ASAP.,,2025-07-28,user_12,Blocked,2025-05-31,6.06,9.5,Debugging
283,TASK_50484,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-06-21,user_9,In Progress,2025-06-02,6.59,5.47,Debugging
284,TASK_23827,Clean up old branches from repository.,Low,2025-08-15,user_70,To Do,2025-05-24,8.23,6.79,Other
285,TASK_94442,Conduct mid-cycle review of project progress.,Medium,2025-06-26,,Done,2025-06-16,6.53,8.63,Meeting
286,TASK_90987,URGENT: System failure requires immediate attention.,Critical,2025-07-14,,In Progress,2025-06-16,4.12,4.32,Debugging
287,TASK_55823,Refactor legacy module as per guidelines.,Medium,2025-08-08,user_94,To Do,2025-05-23,15.98,18.97,Development
288,TASK_44954,Schedule meeting with stakeholders next week.,Medium,2025-08-03,user_11,Done,2025-06-10,14.7,17.06,Meeting
289,TASK_48683,Schedule meeting with stakeholders next week.,Medium,2025-07-18,user_59,Blocked,2025-06-10,10.16,10.0,Meeting
290,TASK_41011,Clean up old branches from repository.,Low,2025-08-07,user_73,Done,2025-06-18,5.74,4.63,Other
291,TASK_65326,Client report must be submitted by evening.,High,2025-07-20,,Blocked,2025-05-27,14.55,12.67,Other
292,TASK_28821,Schedule meeting with stakeholders next week.,Medium,2025-08-05,user_46,To Do,2025-06-14,4.76,5.31,Meeting
293,TASK_76238,Prepare for upcoming product launch this week.,High,2025-08-10,,To Do,2025-06-07,9.94,8.72,Other
294,TASK_45212,Database optimization needed before backup.,High,2025-07-21,,To Do,2025-06-11,12.88,16.32,Other
295,TASK_31540,Organize code comments and improve readability.,Low,2025-06-23,user_35,Blocked,2025-05-25,6.44,10.42,Other
296,TASK_93147,Coordinate with design team on layout feedback.,Medium,2025-08-03,user_40,To Do,2025-06-13,10.94,12.67,Development
297,TASK_11294,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-08-05,user_95,Done,2025-05-24,6.96,8.69,Debugging
298,TASK_85456,Organize code comments and improve readability.,Low,2025-08-01,user_1,Blocked,2025-06-02,11.91,15.12,Other
299,TASK_20484,Database optimization needed before backup.,High,2025-08-02,user_26,Done,2025-06-04,4.6,7.9,Other
300,TASK_16341,Database optimization needed before backup.,High,2025-07-18,user_64,To Do,2025-06-04,3.04,6.1,Other
301,TASK_74837,Update user avatars with new icons.,Low,2025-07-30,user_95,To Do,2025-06-03,4.09,6.67,Other
302,TASK_91990,Complete documentation for current sprint.,Medium,2025-07-19,user_55,To Do,2025-05-30,8.84,9.3,Documentation
303,TASK_79453,Enhance logging for future debugging.,Low,2025-07-27,user_42,Blocked,2025-06-15,9.4,9.36,Debugging
304,TASK_21115,Code review required urgently for merge.,High,2025-07-02,user_33,Blocked,2025-06-15,8.47,10.95,Meeting
305,TASK_90086,Complete documentation for current sprint.,Medium,2025-07-18,user_43,To Do,2025-06-11,2.56,1.89,Documentation
306,TASK_43855,Clean up old branches from repository.,Low,2025-06-30,user_75,To Do,2025-06-06,13.52,13.16,Other
307,TASK_81909,URGENT: System failure requires immediate attention.,Critical,2025-07-07,user_80,Done,2025-05-29,8.2,6.3,Debugging
308,TASK_30582,Update user avatars with new icons.,Low,2025-08-06,user_4,Done,2025-05-21,15.12,17.6,Other
309,TASK_85770,Clean up old branches from repository.,Low,2025-08-02,user_18,In Progress,2025-06-15,14.01,15.09,Other
310,TASK_94710,Update user avatars with new icons.,Low,2025-07-11,user_35,In Progress,2025-05-29,8.52,6.68,Other
311,TASK_21300,Organize code comments and improve readability.,Low,2025-06-23,user_92,Done,2025-05-27,7.14,10.66,Other
312,TASK_22509,Enhance logging for future debugging.,Low,2025-08-09,user_52,In Progress,2025-06-18,8.51,10.79,Debugging
313,TASK_74817,Client report must be submitted by evening.,High,2025-07-30,user_58,To Do,2025-06-04,4.86,8.06,Other
314,TASK_60932,Code review required urgently for merge.,High,2025-08-01,user_30,In Progress,2025-06-09,8.84,8.36,Meeting
315,TASK_15291,Organize code comments and improve readability.,Low,2025-06-23,user_69,Done,2025-06-13,11.45,11.84,Other
316,TASK_26857,Database optimization needed before backup.,High,2025-07-14,user_90,Done,2025-06-07,13.94,16.06,Other
317,TASK_69257,Prepare for upcoming product launch this week.,High,2025-07-27,user_79,Done,2025-05-25,10.55,9.8,Other
318,TASK_14204,Conduct mid-cycle review of project progress.,Medium,2025-06-28,user_42,Blocked,2025-06-14,7.69,7.24,Meeting
319,TASK_60972,Task needs completion before end of the day.,High,2025-07-07,user_19,To Do,2025-06-02,7.71,7.07,Other
320,TASK_19088,Task needs completion before end of the day.,High,2025-07-11,user_96,In Progress,2025-06-07,7.2,8.44,Other
321,TASK_63846,Coordinate with design team on layout feedback.,Medium,2025-07-05,user_43,Done,2025-05-26,2.11,5.01,Development
322,TASK_94706,Organize code comments and improve readability.,Low,2025-07-19,user_31,Blocked,2025-05-30,2.14,2.83,Other
323,TASK_51494,Conduct mid-cycle review of project progress.,Medium,2025-07-16,user_37,In Progress,2025-05-30,5.64,8.51,Meeting
324,TASK_62475,Client report must be submitted by evening.,High,2025-08-01,user_55,Done,2025-06-14,7.39,10.12,Other
325,TASK_34426,Schedule meeting with stakeholders next week.,Medium,2025-08-07,user_91,To Do,2025-05-30,11.59,14.2,Meeting
326,TASK_57815,Task needs completion before end of the day.,High,2025-06-26,user_46,To Do,2025-06-18,3.96,5.83,Other
327,TASK_34874,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-08-09,user_18,In Progress,2025-06-10,4.18,3.21,Debugging
328,TASK_54912,Improve UI consistency across all pages.,Low,2025-07-13,user_22,Blocked,2025-06-03,13.83,13.55,Development
329,TASK_23460,Critical bug in production impacting all users.,Critical,2025-07-10,user_77,In Progress,2025-06-05,13.69,14.51,Debugging
330,TASK_59750,Client report must be submitted by evening.,High,2025-07-11,user_48,To Do,2025-06-06,4.31,7.27,Other
331,TASK_57383,Update user avatars with new icons.,Low,2025-07-26,user_42,Blocked,2025-05-27,9.11,8.4,Other
332,TASK_65672,Schedule meeting with stakeholders next week.,Medium,2025-08-08,user_45,To Do,2025-06-06,12.85,16.58,Meeting
333,TASK_16169,Refactor legacy module as per guidelines.,Medium,2025-08-14,user_32,Blocked,2025-05-27,14.58,16.81,Development
334,TASK_29426,Prepare for upcoming product launch this week.,High,2025-07-13,user_48,To Do,2025-05-22,14.12,12.74,Other
335,TASK_88694,Organize code comments and improve readability.,Low,2025-07-24,user_56,Blocked,2025-06-15,13.6,12.15,Other
336,TASK_81441,Organize code comments and improve readability.,Low,2025-07-18,user_26,Done,2025-06-09,4.11,3.78,Other
337,TASK_54658,Update user avatars with new icons.,Low,2025-07-30,user_91,To Do,2025-06-04,6.94,10.09,Other
338,TASK_79136,URGENT: System failure requires immediate attention.,Critical,2025-08-12,user_96,In Progress,2025-05-25,5.14,5.15,Debugging
339,TASK_46012,Client report must be submitted by evening.,High,2025-06-25,user_34,In Progress,2025-06-07,3.82,6.86,Other
340,TASK_92509,Coordinate with design team on layout feedback.,Medium,2025-07-11,user_12,In Progress,2025-06-06,4.23,6.32,Development
341,TASK_37421,Refactor legacy module as per guidelines.,Medium,2025-07-19,user_25,Done,2025-06-02,4.37,8.03,Development
342,TASK_97775,URGENT: System failure requires immediate attention.,Critical,2025-08-14,user_19,To Do,2025-05-25,2.76,6.05,Debugging
343,TASK_55942,Critical bug in production impacting all users.,Critical,2025-07-22,user_18,Blocked,2025-06-02,10.86,13.34,Debugging
344,TASK_43447,Code review required urgently for merge.,High,2025-06-29,user_4,In Progress,2025-05-24,11.91,12.64,Meeting
345,TASK_76126,Client report must be submitted by evening.,High,2025-07-28,user_73,In Progress,2025-06-10,4.39,6.57,Other
346,TASK_53759,Immediate action required: Payment system down.,Critical,2025-07-20,user_21,In Progress,2025-05-25,11.61,12.1,Development
347,TASK_24120,High priority task: Resolve server outage now.,Critical,2025-08-06,user_45,To Do,2025-05-21,2.05,1.77,Support
348,TASK_30544,Schedule meeting with stakeholders next week.,Medium,2025-07-19,user_41,Done,2025-06-12,7.24,8.36,Meeting
349,TASK_88719,Coordinate with design team on layout feedback.,Medium,2025-07-10,user_85,Blocked,2025-05-20,4.42,2.75,Development
350,TASK_95666,Task needs completion before end of the day.,High,2025-07-15,user_58,In Progress,2025-06-12,11.27,13.46,Other
351,TASK_17758,Conduct mid-cycle review of project progress.,Medium,2025-07-02,user_45,Done,2025-06-16,5.46,3.67,Meeting
352,TASK_93349,Update user avatars with new icons.,Low,2025-07-07,user_10,To Do,2025-06-01,5.14,4.65,Other
353,TASK_20825,Refactor legacy module as per guidelines.,Medium,2025-07-10,user_55,Blocked,2025-05-31,8.62,7.46,Development
354,TASK_77864,Code review required urgently for merge.,High,2025-07-18,user_74,To Do,2025-05-23,11.6,12.32,Meeting
355,TASK_54129,High priority task: Resolve server outage now.,Critical,2025-08-11,user_100,To Do,2025-06-16,11.33,12.16,Support
356,TASK_77491,Improve UI consistency across all pages.,Low,2025-08-13,user_35,Blocked,2025-05-24,3.58,2.51,Development
357,TASK_53655,Prepare for upcoming product launch this week.,High,2025-07-07,user_66,Blocked,2025-05-20,15.9,17.84,Other
358,TASK_32967,Coordinate with design team on layout feedback.,Medium,2025-08-13,user_94,In Progress,2025-05-25,7.69,7.23,Development
359,TASK_72167,Enhance logging for future debugging.,Low,2025-06-29,user_80,To Do,2025-06-10,9.9,10.58,Debugging
360,TASK_83262,Immediate action required: Payment system down.,Critical,2025-08-09,user_95,Done,2025-06-11,3.64,2.48,Development
361,TASK_71083,Refactor legacy module as per guidelines.,Medium,2025-07-12,user_31,Blocked,2025-05-28,14.45,14.26,Development
362,TASK_13215,Task needs completion before end of the day.,High,2025-06-21,user_24,In Progress,2025-06-02,15.28,15.7,Other
363,TASK_30890,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-25,user_21,Done,2025-06-07,2.71,4.19,Debugging
364,TASK_65377,Organize code comments and improve readability.,Low,2025-08-12,user_11,Done,2025-06-14,11.16,12.94,Other
365,TASK_99541,Complete documentation for current sprint.,Medium,2025-06-28,user_24,Blocked,2025-06-10,4.59,7.45,Documentation
366,TASK_70558,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-23,user_40,Done,2025-05-23,8.16,7.19,Debugging
