task_id,task_description,priority,deadline,assigned_to,status,created_at,estimated_hours,actual_hours
TASK_12335,Task needs completion before end of the day.,High,2025-07-12,user_8,Completed,2025-05-23,12.3,14.28
TASK_83347,Client report must be submitted by evening.,High,2025-08-15,user_55,Completed,2025-05-24,6.24,8.81
TASK_83575,Task needs completion before end of the day.,High,2025-08-05,user_12,Completed,2025-06-08,12.76,12.23
TASK_72700,Conduct mid-cycle review of project progress.,Medium,2025-08-17,user_37,Completed,2025-06-05,12.92,14.91
TASK_58820,Enhance logging for future debugging.,Low,2025-08-12,user_37,Completed,2025-06-14,2.69,0.79
TASK_34850,URGENT: System failure requires immediate attention.,Critical,2025-07-20,user_56,In Progress,2025-06-16,4.36,7.62
TASK_25216,URGENT: System failure requires immediate attention.,Critical,2025-07-14,user_54,In Progress,2025-05-22,15.48,17.39
TASK_36681,Refactor legacy module as per guidelines.,Medium,2025-08-09,user_18,To Do,2025-06-08,11.69,11.95
TASK_55374,Update user avatars with new icons.,Low,2025-06-21,user_48,Completed,2025-06-07,2.46,5.93
TASK_44053,Task needs completion before end of the day.,High,2025-08-03,user_96,Completed,2025-06-18,5.16,3.68
TASK_31069,Database optimization needed before backup.,High,2025-07-24,user_57,Completed,2025-06-13,7.99,11.75
TASK_23824,Immediate action required: Payment system down.,Critical,2025-07-15,user_88,In Progress,2025-05-28,13.11,14.12
TASK_50344,Code review required urgently for merge.,High,2025-07-29,user_58,To Do,2025-05-25,14.96,13.44
TASK_11244,Organize code comments and improve readability.,Low,2025-06-20,user_67,In Progress,2025-06-11,2.47,6.35
TASK_59683,Clean up old branches from repository.,Low,2025-08-09,user_29,To Do,2025-06-10,10.92,9.29
TASK_95171,Clean up old branches from repository.,Low,2025-07-23,user_93,In Progress,2025-05-30,14.45,17.69
TASK_95579,High priority task: Resolve server outage now.,Critical,2025-07-12,user_59,,2025-06-14,11.01,13.96
TASK_88758,Schedule meeting with stakeholders next week.,,2025-08-02,user_79,In Progress,2025-06-09,4.09,3.61
TASK_71579,Improve UI consistency across all pages.,Low,2025-08-07,user_63,In Progress,2025-06-13,10.87,9.33
TASK_39804,Critical bug in production impacting all users.,Critical,2025-06-19,user_48,,2025-06-14,10.63,13.19
TASK_22475,Conduct mid-cycle review of project progress.,Medium,2025-07-03,user_77,,2025-05-23,10.16,9.03
TASK_88747,Schedule meeting with stakeholders next week.,Medium,2025-07-07,user_13,To Do,2025-06-02,3.81,6.76
TASK_39374,Complete documentation for current sprint.,Medium,2025-06-23,user_13,In Progress,2025-06-10,11.69,10.99
TASK_47498,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-17,user_34,Completed,2025-05-31,2.43,2.67
TASK_64516,,Low,2025-07-15,user_24,To Do,2025-05-23,10.78,14.1
TASK_97789,Improve UI consistency across all pages.,Low,2025-08-16,user_59,Completed,2025-06-06,8.06,9.98
TASK_61418,Clean up old branches from repository.,Low,2025-07-18,user_58,To Do,2025-06-06,3.91,4.84
TASK_88248,Complete documentation for current sprint.,Medium,2025-07-29,user_13,Completed,2025-06-04,3.28,2.29
TASK_83309,Client report must be submitted by evening.,High,2025-08-10,user_99,In Progress,2025-06-02,15.03,16.58
TASK_82751,High priority task: Resolve server outage now.,,2025-07-19,user_75,In Progress,2025-06-08,15.75,15.54
TASK_73366,Code review required urgently for merge.,High,2025-06-29,user_94,In Progress,2025-06-02,4.01,2.64
TASK_39878,Client report must be submitted by evening.,High,2025-07-27,user_75,Completed,2025-06-04,6.57,6.54
TASK_45474,Schedule meeting with stakeholders next week.,Medium,2025-06-24,user_55,Completed,2025-06-08,9.97,9.58
TASK_53594,Complete documentation for current sprint.,Medium,2025-06-30,user_31,In Progress,2025-06-18,6.3,9.54
TASK_51395,Improve UI consistency across all pages.,Low,2025-06-29,user_36,Completed,2025-06-07,11.87,11.85
TASK_64889,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-06-22,user_4,In Progress,2025-06-08,10.08,13.08
TASK_48133,,Low,2025-08-03,user_95,To Do,2025-06-12,5.1,4.31
TASK_71382,Coordinate with design team on layout feedback.,Medium,2025-07-28,user_88,In Progress,2025-05-29,3.14,1.97
TASK_18512,Organize code comments and improve readability.,Low,2025-07-24,user_48,In Progress,2025-06-07,9.42,8.5
TASK_76916,Schedule meeting with stakeholders next week.,Medium,2025-08-10,user_86,Completed,2025-06-01,9.82,13.62
TASK_46370,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-12,user_81,To Do,2025-06-13,9.52,7.62
TASK_83394,Organize code comments and improve readability.,Low,2025-08-13,user_31,To Do,2025-06-11,5.7,3.71
TASK_89424,Refactor legacy module as per guidelines.,Medium,2025-07-11,user_66,Completed,2025-05-24,8.87,10.7
TASK_62903,,Critical,2025-08-04,user_14,,2025-06-15,2.84,3.6
TASK_38244,Coordinate with design team on layout feedback.,Medium,2025-07-20,user_43,To Do,2025-06-07,8.73,11.63
TASK_62388,Task needs completion before end of the day.,High,2025-06-23,user_90,Completed,2025-06-03,2.9,5.69
TASK_20934,High priority task: Resolve server outage now.,Critical,2025-07-18,user_50,Completed,2025-06-18,14.53,12.7
TASK_60830,Schedule meeting with stakeholders next week.,Medium,2025-06-22,,,2025-05-29,12.81,12.3
TASK_50554,Clean up old branches from repository.,Low,2025-07-03,user_12,In Progress,2025-06-04,6.78,10.33
TASK_99300,Coordinate with design team on layout feedback.,Medium,2025-07-22,user_31,Completed,2025-06-08,10.98,10.03
TASK_60331,Immediate action required: Payment system down.,Critical,2025-07-01,user_38,In Progress,2025-06-18,15.46,13.77
TASK_95871,Schedule meeting with stakeholders next week.,Medium,2025-08-03,user_2,In Progress,2025-06-16,9.82,11.4
TASK_49682,Improve UI consistency across all pages.,Low,2025-06-27,user_58,To Do,2025-05-20,2.3,1.39
TASK_62635,Organize code comments and improve readability.,Low,2025-08-08,user_48,In Progress,2025-06-01,3.43,2.75
TASK_19409,Clean up old branches from repository.,Low,2025-07-19,user_56,Completed,2025-06-03,13.03,11.7
TASK_87196,Conduct mid-cycle review of project progress.,Medium,2025-07-30,user_35,To Do,2025-06-10,5.23,4.01
TASK_16397,Immediate action required: Payment system down.,Critical,2025-08-11,user_87,To Do,2025-05-24,11.79,11.28
TASK_32209,,Medium,2025-07-26,user_5,To Do,2025-06-12,8.49,8.56
TASK_81456,Code review required urgently for merge.,High,2025-08-16,user_64,To Do,2025-06-02,12.99,14.83
TASK_29576,Schedule meeting with stakeholders next week.,Medium,2025-08-05,user_79,In Progress,2025-05-26,11.09,13.86
TASK_87968,,Low,2025-06-23,user_83,Completed,2025-05-24,10.95,10.28
TASK_84814,Conduct mid-cycle review of project progress.,Medium,2025-08-01,user_81,To Do,2025-06-02,3.6,2.86
TASK_58233,Refactor legacy module as per guidelines.,Medium,2025-07-23,user_9,Completed,2025-06-16,15.31,15.19
TASK_83140,Task needs completion before end of the day.,High,2025-06-20,user_42,In Progress,2025-06-09,9.14,7.25
TASK_47261,Schedule meeting with stakeholders next week.,Medium,2025-07-17,user_40,To Do,2025-05-26,12.14,10.43
TASK_47024,Clean up old branches from repository.,Low,2025-07-28,user_77,Completed,2025-06-08,4.25,4.88
TASK_33999,Conduct mid-cycle review of project progress.,Medium,2025-07-04,user_84,Completed,2025-05-25,15.57,18.71
TASK_27651,Refactor legacy module as per guidelines.,Medium,2025-06-19,user_45,In Progress,2025-06-18,13.33,15.97
TASK_95759,Database optimization needed before backup.,High,2025-07-18,user_70,Completed,2025-06-12,11.51,9.71
TASK_64796,Update user avatars with new icons.,Low,2025-07-09,user_51,To Do,2025-05-23,9.95,9.53
TASK_69185,Enhance logging for future debugging.,,2025-07-18,user_96,In Progress,2025-06-05,5.26,3.33
TASK_36458,Client report must be submitted by evening.,High,2025-07-29,user_79,In Progress,2025-06-18,4.47,4.29
TASK_23425,URGENT: System failure requires immediate attention.,,2025-06-30,user_41,Completed,2025-06-18,9.94,10.55
TASK_90797,Prepare for upcoming product launch this week.,High,2025-08-11,user_28,To Do,2025-06-14,6.06,7.81
TASK_50571,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-06-20,user_11,In Progress,2025-05-25,6.75,9.69
TASK_58450,Immediate action required: Payment system down.,Critical,2025-06-21,user_24,In Progress,2025-06-08,9.17,7.67
TASK_59951,,Low,2025-08-10,user_30,In Progress,2025-06-01,15.46,16.88
TASK_36820,Client report must be submitted by evening.,High,2025-07-26,user_99,Completed,2025-05-30,9.86,13.37
TASK_89819,Code review required urgently for merge.,High,2025-07-30,,In Progress,2025-06-13,4.55,4.77
TASK_88895,Schedule meeting with stakeholders next week.,Medium,2025-08-04,user_8,To Do,2025-05-27,11.55,13.91
TASK_54122,Conduct mid-cycle review of project progress.,Medium,2025-07-15,user_83,Completed,2025-06-16,3.03,6.31
TASK_80955,Database optimization needed before backup.,High,2025-07-04,user_46,,2025-06-10,15.93,16.71
TASK_22918,Complete documentation for current sprint.,Medium,2025-08-05,user_40,Completed,2025-05-24,4.51,7.63
TASK_15711,Enhance logging for future debugging.,Low,2025-07-18,user_10,To Do,2025-05-22,9.3,8.06
TASK_12728,Client report must be submitted by evening.,High,2025-06-26,user_98,Completed,2025-05-22,6.18,6.61
TASK_30884,Improve UI consistency across all pages.,Low,2025-07-03,user_57,In Progress,2025-06-10,8.49,10.88
TASK_53122,Improve UI consistency across all pages.,Low,2025-07-07,user_74,In Progress,2025-06-12,3.53,1.87
TASK_69951,Immediate action required: Payment system down.,Critical,2025-07-08,user_72,In Progress,2025-05-20,13.38,12.48
TASK_98037,Task needs completion before end of the day.,High,2025-06-23,user_100,Completed,2025-06-03,13.48,15.17
TASK_73348,,Low,2025-07-11,user_41,In Progress,2025-06-09,13.58,14.73
TASK_85764,Conduct mid-cycle review of project progress.,Medium,2025-06-24,user_80,In Progress,2025-06-01,3.15,5.71
TASK_25046,Refactor legacy module as per guidelines.,Medium,2025-07-16,user_10,Completed,2025-06-04,9.21,11.49
TASK_90087,Improve UI consistency across all pages.,Low,2025-07-30,user_56,Completed,2025-06-07,9.62,12.1
TASK_58386,Client report must be submitted by evening.,High,2025-07-18,user_79,To Do,2025-05-27,4.62,4.69
TASK_80361,,Critical,2025-07-11,user_41,In Progress,2025-05-26,13.26,15.49
TASK_14932,URGENT: System failure requires immediate attention.,Critical,2025-07-07,,Completed,2025-05-27,12.8,15.49
TASK_98130,Organize code comments and improve readability.,Low,2025-07-23,user_93,In Progress,2025-05-30,11.67,15.58
TASK_81901,Database optimization needed before backup.,High,2025-08-15,user_74,In Progress,2025-05-26,8.09,11.0
TASK_88423,Conduct mid-cycle review of project progress.,Medium,2025-08-07,user_49,To Do,2025-06-11,8.84,8.26
TASK_66820,Code review required urgently for merge.,High,2025-06-24,user_7,In Progress,2025-06-16,8.15,8.39
TASK_46566,Clean up old branches from repository.,Low,2025-07-21,user_51,To Do,2025-06-03,6.29,10.23
TASK_77747,High priority task: Resolve server outage now.,Critical,2025-07-25,user_96,Completed,2025-06-06,3.43,6.06
TASK_68233,Prepare for upcoming product launch this week.,High,2025-07-01,user_34,In Progress,2025-05-30,14.63,17.19
TASK_22498,Schedule meeting with stakeholders next week.,Medium,2025-07-21,user_90,Completed,2025-06-04,2.57,2.73
TASK_98077,Prepare for upcoming product launch this week.,High,2025-07-18,user_85,To Do,2025-05-30,12.32,15.65
TASK_19733,Complete documentation for current sprint.,Medium,2025-07-09,user_35,To Do,2025-06-18,2.02,3.49
TASK_88091,Schedule meeting with stakeholders next week.,Medium,2025-07-06,,Completed,2025-06-13,5.4,4.55
TASK_55055,Refactor legacy module as per guidelines.,Medium,2025-08-07,user_58,To Do,2025-06-15,4.64,6.93
TASK_78392,Schedule meeting with stakeholders next week.,Medium,2025-06-24,user_53,Completed,2025-05-24,10.68,14.03
TASK_64823,Update user avatars with new icons.,Low,2025-07-14,user_55,To Do,2025-06-02,8.64,10.32
TASK_41307,Prepare for upcoming product launch this week.,High,2025-07-24,user_13,In Progress,2025-05-29,15.57,15.22
TASK_60871,Critical bug in production impacting all users.,Critical,2025-07-17,user_37,In Progress,2025-05-22,3.14,3.49
TASK_61360,Code review required urgently for merge.,High,2025-07-02,user_92,In Progress,2025-05-28,4.14,5.19
TASK_70885,Complete documentation for current sprint.,Medium,2025-07-25,user_53,To Do,2025-05-27,2.67,1.8
TASK_49885,Task needs completion before end of the day.,High,2025-07-02,user_14,In Progress,2025-06-11,12.42,11.86
TASK_92110,High priority task: Resolve server outage now.,,2025-08-10,user_93,In Progress,2025-05-29,15.63,15.5
TASK_40762,Client report must be submitted by evening.,High,2025-07-22,user_48,Completed,2025-05-28,3.56,2.33
TASK_30020,,Low,2025-07-22,user_40,In Progress,2025-05-31,12.5,10.96
TASK_94685,Schedule meeting with stakeholders next week.,Medium,2025-07-31,user_5,Completed,2025-06-03,4.43,7.49
TASK_80680,Client report must be submitted by evening.,High,2025-07-26,user_35,Completed,2025-06-18,12.84,15.66
TASK_73397,Critical bug in production impacting all users.,Critical,2025-06-26,user_86,Completed,2025-05-25,3.65,6.17
TASK_52333,Critical bug in production impacting all users.,Critical,2025-08-06,user_96,Completed,2025-05-21,2.01,2.4
TASK_65793,Schedule meeting with stakeholders next week.,Medium,2025-06-30,user_41,To Do,2025-05-31,11.91,10.87
TASK_16879,Schedule meeting with stakeholders next week.,Medium,2025-06-20,user_76,To Do,2025-06-12,9.03,10.51
TASK_16885,High priority task: Resolve server outage now.,Critical,2025-07-04,user_6,Completed,2025-05-25,14.58,14.42
TASK_41210,Client report must be submitted by evening.,High,2025-06-20,user_75,Completed,2025-05-24,2.37,3.04
TASK_46412,Critical bug in production impacting all users.,Critical,2025-06-19,user_82,In Progress,2025-06-12,5.89,7.82
TASK_58189,Complete documentation for current sprint.,Medium,2025-07-10,user_72,To Do,2025-06-08,4.14,2.18
TASK_40269,Update user avatars with new icons.,Low,2025-07-06,user_13,To Do,2025-05-24,3.85,3.86
TASK_42617,Code review required urgently for merge.,High,2025-06-20,user_14,In Progress,2025-05-27,14.25,17.97
TASK_86216,Database optimization needed before backup.,High,2025-07-27,user_40,In Progress,2025-06-18,10.29,12.38
TASK_76745,Task needs completion before end of the day.,High,2025-08-15,user_37,,2025-05-20,12.22,13.45
TASK_29577,Schedule meeting with stakeholders next week.,Medium,2025-08-13,user_91,To Do,2025-05-23,7.97,11.6
TASK_88318,Update user avatars with new icons.,Low,2025-06-23,user_91,Completed,2025-06-06,10.42,13.86
TASK_65451,Critical bug in production impacting all users.,Critical,2025-07-19,user_55,To Do,2025-06-12,15.15,13.26
TASK_70288,Task needs completion before end of the day.,High,2025-08-17,user_57,To Do,2025-05-25,9.98,13.19
TASK_91106,Schedule meeting with stakeholders next week.,Medium,2025-08-15,user_90,In Progress,2025-05-21,9.64,11.25
TASK_75271,Coordinate with design team on layout feedback.,Medium,2025-07-29,user_43,Completed,2025-05-31,3.43,5.67
TASK_62310,Schedule meeting with stakeholders next week.,Medium,2025-07-21,user_24,To Do,2025-06-14,5.15,3.39
TASK_82476,High priority task: Resolve server outage now.,Critical,2025-07-04,user_59,To Do,2025-06-16,3.41,7.37
TASK_74358,Immediate action required: Payment system down.,Critical,2025-08-11,user_7,Completed,2025-06-15,2.83,4.98
TASK_79222,Critical bug in production impacting all users.,Critical,2025-06-27,user_12,To Do,2025-06-11,13.44,16.17
TASK_98550,Client report must be submitted by evening.,High,2025-07-13,user_16,In Progress,2025-06-02,13.29,14.18
TASK_62410,Refactor legacy module as per guidelines.,Medium,2025-07-04,user_51,To Do,2025-05-28,3.84,3.23
TASK_38749,Organize code comments and improve readability.,Low,2025-07-26,user_63,To Do,2025-06-11,3.56,6.53
TASK_89827,Enhance logging for future debugging.,Low,2025-08-12,,In Progress,2025-06-07,8.44,11.38
TASK_68552,Database optimization needed before backup.,High,2025-07-02,user_79,Completed,2025-06-16,14.63,14.82
TASK_11883,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-18,user_99,In Progress,2025-05-20,4.4,7.15
TASK_57497,Task needs completion before end of the day.,High,2025-08-14,user_50,,2025-06-11,3.42,3.76
TASK_63031,Refactor legacy module as per guidelines.,Medium,2025-07-27,user_95,In Progress,2025-05-20,13.02,14.74
TASK_36332,Database optimization needed before backup.,,2025-07-09,user_41,To Do,2025-05-31,5.91,7.21
TASK_62315,Critical bug in production impacting all users.,Critical,2025-06-20,user_6,In Progress,2025-06-09,6.18,9.08
TASK_36839,Schedule meeting with stakeholders next week.,Medium,2025-07-09,user_83,In Progress,2025-06-09,15.11,15.99
TASK_30414,Code review required urgently for merge.,High,2025-07-24,user_50,To Do,2025-05-30,3.52,6.5
TASK_25247,Task needs completion before end of the day.,High,2025-07-25,user_27,In Progress,2025-05-29,10.65,10.7
TASK_57215,Coordinate with design team on layout feedback.,Medium,2025-07-09,user_70,To Do,2025-05-29,5.47,8.87
TASK_31896,Organize code comments and improve readability.,Low,2025-08-01,user_58,Completed,2025-05-26,4.59,7.62
