task_id,task_description,priority,deadline,assigned_to,status,created_at,estimated_hours,actual_hours
TASK_00210,such husband value sit nor.,Medium,2025-07-07,user_45,In Progress,2025-05-09,8.767743739197112,8.102525491038577
TASK_00211,past our set such phone.,Low,2025-06-23,user_76,In Progress,2025-05-24,11.01538080450958,13.884434947155174
TASK_00212,once young stay could prevent.,Low,2025-06-02,user_1,In Progress,2025-05-10,7.188033903026016,6.0067336881456015
TASK_00213,someone indeed resource western entire ago protect.,High,2025-06-20,user_3,To Do,2025-05-12,8.154483836289689,7.790239675193818
TASK_00214,positive nor environment have road computer however water learn may.,High,2025-07-09,user_12,In Progress,2025-05-30,5.666445839623433,6.156746421294031
TASK_00215,data tough face wrong state step rest source.,Medium,2025-04-26,user_70,,2025-04-09,6.44203255756101,6.62188552678019
TASK_00216,hospital three increase before free say board affect lot participant recent nature suffer of support through.,Low,2025-06-03,,To Do,2025-04-28,9.7259484473698,11.11794474025661
TASK_00217,all cell public market dream hard item tell eight woman five same consider indicate.,High,2025-06-03,user_1,Done,2025-04-08,10.21046757124493,11.791662947925927
TASK_00218,walk fill position eat draw example official.,Medium,2025-06-23,user_17,To Do,2025-05-29,9.667181604380705,8.951186085113912
TASK_00219,front lay this control agreement husband never join try somebody main pm interesting.,Medium,2025-04-17,user_72,,2025-04-10,4.463876515828539,1.5577360849731927
TASK_00220,money foreign together officer entire article picture public.,High,2025-05-28,user_18,In Progress,2025-05-25,17.356289311563895,17.147341654059574
TASK_00221,between grow be room happen she bar.,Critical,2025-06-14,user_43,Done,2025-05-23,7.331477352832678,9.781448016735729
TASK_00222,president drop then couple him poor indicate final range have add dinner.,Low,2025-06-10,user_44,To Do,2025-06-02,4.664508770919912,5.20773309934362
TASK_00223,must wide environmental floor return off lose moment evening better sense senior energy reality.,,2025-04-30,user_90,To Do,2025-04-28,2.3957144296755626,1.9561956941743435
TASK_00224,republican born your partner attention blood cause across.,Critical,2025-05-20,user_35,In Progress,2025-05-11,6.172664608315734,5.371869822871907
TASK_00225,sometimes case cultural religious great.,Low,2025-05-19,user_68,Done,2025-05-06,10.144920875512241,10.897097044179434
TASK_00226,hair among statement suffer action.,Medium,2025-06-09,user_11,In Progress,2025-04-19,14.258375028199099,13.819378114772762
TASK_00227,marriage center news former too plan lot sell either two area. thanks!,Medium,2025-05-01,user_1,In Progress,2025-04-07,3.671991748425768,5.165427289438562
TASK_00228,arrive reality theory least join pick be control power manager.,High,2025-05-28,user_88,Blocked,2025-04-12,9.138723798082536,8.302074582141989
TASK_00229,turn foot key partner public represent minute along.,Medium,2025-06-14,user_12,To Do,2025-05-31,9.298653053517727,8.423502044171647
TASK_00230,treatment leave international structure painting wind box stuff.,Medium,2025-04-16,user_65,To Do,2025-04-07,9.221364089851004,9.861887271555261
TASK_00231,wind behind out born room and city upon environmental.,Low,2025-05-23,user_28,,2025-04-28,7.629055556340403,7.65387503713768
TASK_00232,factor religious bring fly position hope congress item me window form safe style me season modern better wish partner.,Low,2025-05-07,user_95,Done,2025-04-17,11.219206844265521,9.330575688932404
TASK_00233,seven at simple view all economy report might teacher court region factor.,High,2025-06-06,user_27,To Do,2025-05-29,1.7595824558592952,1.3435958929460385
TASK_00234,create rest age until difference collection.,Medium,2025-06-22,user_89,To Do,2025-04-29,10.643826838876217,8.805263244275402
TASK_00235,miss factor follow professor able interview.,High,2025-07-20,,Done,2025-05-30,4.571105777774854,2.372802294914496
TASK_00236,,,2025-05-05,user_70,In Progress,2025-04-22,6.035438156935598,6.89030169083599
TASK_00237,arm create figure appear down above others collection. thanks!,Medium,2025-06-01,user_89,To Do,2025-05-25,4.0994444938496155,2.9033654957692527
TASK_00238,million bit human avoid five some age discussion paper attack deal mean must production whatever five.,Low,2025-06-07,user_28,Done,2025-04-26,6.541417291501409,11.481568100381313
TASK_00239,get she become. 🔥,Medium,2025-07-02,user_9,Done,2025-05-14,7.683481532400066,6.7720249122050475
TASK_00240,down too store soldier wish sing head culture education.,Critical,2025-05-26,user_96,In Progress,2025-05-10,4.236004673909851,3.8242131727779407
TASK_00241,or tend difficult more factor huge cause computer who simple imagine. 🔥,Low,2025-05-28,user_98,Blocked,2025-05-04,4.119299415389818,0.7148924544100779
TASK_00242,response stay low reason officer provide others a growth.,High,2025-05-25,user_56,In Progress,2025-05-07,3.2989919448686313,0.43556240099790466
TASK_00243,cold argue these.,High,2025-06-03,,Blocked,2025-06-01,11.647390263932273,14.320776210119812
TASK_00244,born international exactly never left. <br>,Critical,2025-06-18,user_49,In Progress,2025-05-04,6.325908072541258,5.237243221080183
TASK_00245,pay occur head care south gun mrs tv. thanks!,Medium,2025-06-04,user_83,To Do,2025-04-28,12.752456636049622,15.772244107135018
TASK_00246,ability guy family such road fall boy style very out good she generation different.,Medium,2025-05-24,user_23,To Do,2025-05-21,7.339591836922722,8.115312636414403
TASK_00247,life list administration admit opportunity during project learn similar size change leg health agreement.,High,2025-07-02,user_98,Blocked,2025-05-27,7.263855982023759,5.108817290238273
TASK_00248,sense send real again if stuff best leader medical church price computer east school individual certainly.,Critical,2025-04-26,user_43,To Do,2025-04-13,6.67952377389455,9.40034019923226
TASK_00249,box get large itself consider scene with.,High,2025-07-03,user_16,To Do,2025-05-30,12.047390624016428,10.683813558012575
TASK_00250,teach a everything market finish later when together.,Medium,2025-05-18,user_19,To Do,2025-04-07,7.480490838674802,10.287708683379797
TASK_00251,system person republican employee teacher wrong reality window order recognize relationship particularly. !!!,Medium,2025-06-27,user_97,Done,2025-05-02,6.97257874724559,8.567199736481657
TASK_00252,worry able town culture hear successful member more trouble lay short while subject wife situation detail student. <br>,Medium,2025-06-28,user_73,To Do,2025-05-31,10.672488387547178,9.696589019604374
TASK_00253,significant investment reach race market stuff somebody blood suddenly single example.,High,2025-04-23,user_38,Blocked,2025-04-09,6.960112185445603,6.3416888229452875
TASK_00254,audience mouth cultural fly technology much scene.,Medium,2025-07-10,user_88,To Do,2025-06-03,8.60942104893698,9.453509017296785
TASK_00255,color establish gas huge who her education mr standard space. <br>,Medium,2025-05-27,user_27,In Progress,2025-04-30,8.898967018579599,5.503760528492488
TASK_00256,explain oil though experience prepare easy husband response short its.,High,2025-06-23,user_45,To Do,2025-05-31,5.130498706204591,7.548468546060693
TASK_00257,on their risk look though be fall a stay.,Medium,2025-06-22,user_53,To Do,2025-05-22,12.196683925482336,8.554039720129651
TASK_00258,look different level fish hair college its want miss natural probably. !!!,Low,2025-04-24,user_5,In Progress,2025-04-11,11.995318212049218,9.152985118631094
TASK_00259,skin prevent rule allow sell protect quite tv reach six voice speak mean poor.,Critical,2025-05-07,user_32,To Do,2025-05-03,11.181984388767273,10.540076359956988
TASK_00260,light woman before break no police.,Medium,2025-05-08,user_76,In Progress,2025-05-07,5.955016508552013,8.978961912367899
TASK_00261,for officer unit process able support fast station wear who tell trial.,High,2025-06-10,user_27,To Do,2025-05-30,7.705300443640527,6.667343512843464
TASK_00262,buy agency continue near minute service help true suddenly body color door magazine pull minute throw probably set.,Medium,2025-04-15,user_29,To Do,2025-04-07,12.607153533715191,9.035664626137107
TASK_00263,identify single by bill he form chair become occur phone character. <br>,Medium,2025-05-01,user_41,To Do,2025-04-14,6.897464465399829,6.281198314328236
TASK_00264,line herself marriage without memory high.,Medium,2025-05-17,user_63,To Do,2025-04-11,13.721414538221907,12.897576644237402
TASK_00265,increase soon life authority person special say.,Medium,2025-06-19,user_51,Blocked,2025-04-22,12.11935548729275,15.58730930651549
TASK_00266,toward feeling general learn officer.,Low,2025-06-07,user_32,To Do,2025-04-25,6.39386749248391,4.004785417209947
TASK_00267,majority party none surface condition level drug family mrs maintain. 🔥,,2025-06-04,user_9,Done,2025-05-14,11.370888422423445,13.213922920424253
TASK_00268,time hair sign public section to peace walk single age song might.,Medium,2025-06-05,user_100,To Do,2025-05-14,3.8703821363586934,6.606201833818175
TASK_00269,detail letter wear stop compare field wide participant.,Medium,2025-06-18,user_3,Blocked,2025-05-07,6.24017842855139,6.322201083461191
TASK_00270,investment military edge south some animal series.,Critical,2025-06-08,user_54,Done,2025-05-29,2.8139170712763804,2.4027103587593013
TASK_00271,answer financial home beat business director despite. <br>,Medium,2025-05-26,user_16,Done,2025-05-25,5.703205996530601,4.731852130895309
TASK_00272,my pressure worry amount despite five them call term.,Medium,2025-06-01,user_19,In Progress,2025-05-22,6.518815700751325,4.903200317847098
TASK_00273,letter leg room growth pretty note water close. please do it asap,Low,2025-05-13,user_57,To Do,2025-04-25,4.6074601773803945,3.226579682982999
TASK_00274,consumer participant military how turn first woman receive.,High,2025-06-01,user_19,To Do,2025-04-26,8.28831543430399,7.866401751409871
TASK_00275,be million rule finish organization season hair receive.,High,2025-06-05,user_83,Blocked,2025-06-03,6.857869470700101,9.16294635439403
TASK_00276,identify card fill get structure school gas really great fact. !!!,High,2025-06-17,user_89,In Progress,2025-05-29,8.018462221275396,5.853485835596084
TASK_00277,,High,2025-06-13,user_39,In Progress,2025-04-22,8.478333540194528,7.502176449804162
TASK_00278,enough international operation middle call for piece push as family meet medical but everything.,Medium,2025-06-30,user_74,To Do,2025-05-03,8.65280084712832,9.030149749539794
TASK_00279,party increase article or and visit something threat should allow military increase may. 🔥,Critical,2025-05-27,user_3,In Progress,2025-05-16,4.502268292308516,4.3563681614006065
TASK_00280,create financial man yet condition debate right should school lead professor in site force participant wish radio whose.,Medium,2025-05-14,user_29,To Do,2025-04-13,10.090814795841649,8.054249338516703
TASK_00281,manage popular college man send indeed company.,Medium,2025-06-24,user_77,In Progress,2025-05-11,6.4348903175565155,8.035621216132535
TASK_00282,whose keep especially particular raise foot first put side mention life contain make sister teach. asap,Medium,2025-04-23,user_81,In Progress,2025-04-17,5.422218048917005,6.671888747055602
TASK_00283,hit american field free away each life truth generation nor respond record per service too growth.,Low,2025-06-25,user_99,Done,2025-05-04,10.59577131394385,13.44326978260613
TASK_00284,laugh executive at event born relationship indeed two college quite choice way idea her.,Low,2025-06-05,user_45,To Do,2025-04-12,5.95075732453056,2.9705927158034653
TASK_00285,just cut wear me must area defense new project customer.,High,2025-06-22,user_20,In Progress,2025-06-04,6.437960150910023,7.14288487616013
TASK_00286,ten food reason nature appear.,High,2025-05-29,user_92,Blocked,2025-04-11,9.335253229665511,10.358321150522597
TASK_00287,today true as bar decade official investment research less fly. asap,Critical,2025-05-23,user_59,To Do,2025-05-01,10.945088194212737,14.674726475533863
TASK_00288,question trial item program build world learn world mention itself.,Critical,2025-05-06,user_55,To Do,2025-04-16,7.040440854843728,9.391710991151477
TASK_00289,staff international reflect. <br>,High,2025-05-11,user_86,To Do,2025-04-25,8.558721288275546,8.226777021840801
TASK_00290,send understand identify gun southern nearly rule word goal.,Medium,2025-05-31,user_85,In Progress,2025-04-15,4.965993986661589,3.7197398548317904
TASK_00291,white interest truth phone officer student author hope.,High,2025-07-22,user_86,To Do,2025-05-30,8.969190406034679,8.538994712291531
